location,month,temperature,relative_humidity,pressure,wind_speed,rainfall
Chennai,1,24.98,77.2,1010.2,3.6,0.14
Chennai,1,23.14,72.6,1011.7,2.82,0.15
Chennai,1,25.15,73.3,1012.7,1.81,3.43
Chennai,1,26.92,68.3,1014.8,3.2,0.81
Chennai,1,23.24,90.6,1011.9,5.01,0.16
Chennai,1,26.28,70.2,1014.4,3.42,0.26
Chennai,1,25.11,77.4,1015.9,4.31,0.39
Chennai,1,25.09,84.5,1011.7,4.44,0.05
Chennai,1,24.3,64.9,1021.1,3.76,0.1
Chennai,1,26.55,76.7,1016.5,3.42,1.2
Chennai,1,26.34,73.1,1013.7,2.21,1.29
Chennai,1,24.73,83.8,1012.5,2.99,3.7
Chennai,1,25.41,67.5,1011.6,2.84,0.06
Chennai,1,26.49,68.5,1017.2,3.53,1.83
Chennai,1,26.08,72.7,1013.5,1.79,0.32
Chennai,1,24.39,70.0,1009.4,2.66,0.33
Chennai,1,27.33,70.2,1008.7,3.6,0.11
Chennai,1,26.73,85.2,1013.3,2.5,3.58
Chennai,1,29.22,73.8,1013.3,2.28,3.3
Chennai,1,21.86,68.3,1010.7,2.41,1.67
Chennai,1,26.4,70.7,1009.2,2.93,0.08
Chennai,1,27.3,75.4,1008.1,0.82,1.54
Chennai,1,27.01,75.0,1011.1,2.45,0.84
Chennai,1,24.49,69.5,1012.1,4.15,0.11
Chennai,1,22.27,63.2,1014.7,3.52,0.25
Chennai,1,28.08,72.7,1012.7,3.62,0.97
Chennai,1,24.04,72.5,1015.7,1.37,1.36
Chennai,1,24.41,69.1,1014.5,2.79,1.57
Chennai,1,29.13,80.7,1014.3,3.08,0.65
Chennai,1,22.45,76.4,1015.4,3.66,0.64
Chennai,1,26.64,73.8,1009.5,4.31,0.96
Chennai,1,23.49,70.8,1011.7,4.15,1.25
Chennai,1,23.45,83.4,1019.0,2.61,0.16
Chennai,1,25.34,66.1,1008.2,2.64,1.12
Chennai,1,26.35,70.0,1012.3,4.61,0.35
Chennai,1,26.9,70.3,1014.2,2.84,0.4
Chennai,1,27.16,74.8,1008.3,2.12,0.07
Chennai,1,23.59,77.0,1011.1,2.99,0.74
Chennai,1,22.71,65.0,1018.0,4.55,0.08
Chennai,1,24.31,68.9,1013.4,2.3,2.04
Chennai,1,25.69,75.7,1011.6,2.77,0.81
Chennai,1,24.59,69.0,1013.5,2.34,3.86
Chennai,1,17.74,70.6,1011.6,4.16,0.23
Chennai,1,21.35,74.0,1017.3,3.49,0.95
Chennai,1,24.52,67.1,1010.5,4.13,2.78
Chennai,1,26.71,74.7,1011.7,4.77,0.3
Chennai,1,23.19,76.7,1009.3,1.69,0.08
Chennai,1,26.47,73.2,1012.3,2.44,0.84
Chennai,1,22.01,81.6,1012.6,2.77,0.38
Chennai,1,25.51,77.4,1016.0,3.27,0.27
Chennai,1,25.53,72.8,1010.5,3.71,4.21
Chennai,1,25.94,71.1,1014.2,2.71,1.17
Chennai,1,22.98,83.5,1013.2,2.51,0.55
Chennai,1,21.9,69.0,1008.3,4.16,0.04
Chennai,1,26.45,71.4,1011.2,3.75,0.18
Chennai,1,21.95,70.5,1011.1,3.52,0.3
Chennai,1,23.46,75.4,1017.2,1.05,0.56
Chennai,1,27.78,86.5,1014.4,4.41,0.57
Chennai,1,25.34,74.5,1013.4,3.38,0.02
Chennai,1,25.74,71.1,1002.3,3.04,2.39
Chennai,1,26.25,74.1,1008.2,2.38,0.65
Chennai,1,26.18,65.1,1014.8,2.57,0.02
Chennai,1,24.96,71.9,1015.0,2.31,1.01
Chennai,1,23.2,83.2,1011.1,1.2,0.06
Chennai,1,30.37,77.0,1013.1,2.38,1.06
Chennai,1,24.41,80.4,1012.9,1.6,1.01
Chennai,1,25.66,79.1,1013.4,3.14,3.5
Chennai,1,25.88,68.7,1012.1,2.05,0.35
Chennai,1,23.93,84.5,1015.0,3.93,0.13
Chennai,1,24.15,62.3,1015.8,1.54,0.08
Chennai,1,27.98,75.0,1010.6,4.39,0.06
Chennai,1,23.52,60.6,1010.0,4.04,1.39
Chennai,1,25.82,62.7,1011.0,2.13,1.06
Chennai,1,26.79,78.6,1013.1,3.11,3.11
Chennai,1,24.57,68.9,1013.9,2.35,0.31
Chennai,1,24.81,80.5,1015.0,3.78,1.35
Chennai,1,26.91,60.0,1015.4,5.0,0.08
Chennai,1,24.73,72.5,1013.9,4.38,1.95
Chennai,1,20.85,65.7,1013.6,2.51,0.04
Chennai,1,28.01,71.0,1017.1,3.31,1.29
Chennai,1,23.05,82.3,1013.0,4.72,0.31
Chennai,1,25.43,83.8,1014.5,3.72,0.17
Chennai,1,22.36,76.1,1013.8,4.21,1.02
Chennai,1,23.98,63.4,1012.6,3.85,1.89
Chennai,1,24.13,65.8,1012.6,3.28,1.2
Chennai,1,25.35,74.0,1016.3,3.13,0.31
Chennai,1,23.25,68.2,1012.8,1.99,0.36
Chennai,1,28.97,76.9,1012.1,2.43,0.17
Chennai,1,25.05,83.1,1011.2,2.3,1.45
Chennai,1,26.76,67.1,1014.1,2.85,0.09
Chennai,1,24.98,67.6,1011.7,3.3,1.95
Chennai,1,26.99,65.9,1013.8,3.09,0.77
Chennai,1,20.8,71.5,1013.4,3.42,0.74
Chennai,1,23.59,73.3,1011.9,3.86,1.52
Chennai,1,23.96,73.1,1009.5,2.78,0.92
Chennai,1,23.94,78.4,1010.4,3.94,0.3
Chennai,1,26.04,75.4,1010.8,4.34,0.36
Chennai,1,26.17,72.6,1010.5,3.62,0.16
Chennai,1,24.85,73.2,1014.1,2.66,0.52
Chennai,1,24.9,73.5,1018.3,4.15,0.1
Chennai,1,29.88,72.7,1011.7,3.68,0.88
Chennai,1,25.65,68.9,1012.0,3.82,0.15
Chennai,1,20.55,65.8,1011.5,4.74,1.66
Chennai,1,26.54,73.9,1015.1,3.91,1.0
Chennai,1,26.12,70.0,1014.1,4.77,1.85
Chennai,1,27.32,76.2,1013.0,3.05,0.08
Chennai,1,26.2,73.4,1010.0,2.77,1.34
Chennai,1,23.19,73.1,1010.6,4.35,1.77
Chennai,1,26.78,78.9,1013.4,2.21,0.04
Chennai,1,25.2,64.6,1013.6,5.09,5.82
Chennai,1,27.09,83.6,1013.0,4.5,0.3
Chennai,1,28.1,59.9,1014.7,3.29,0.2
Chennai,1,24.76,81.7,1009.9,4.4,0.45
Chennai,1,26.75,74.2,1013.8,3.86,0.01
Chennai,1,27.07,69.9,1013.6,1.91,1.81
Chennai,1,25.32,64.2,1010.6,2.38,0.26
Chennai,1,28.92,69.4,1011.5,3.49,0.61
Chennai,1,27.09,72.0,1014.7,3.36,0.81
Chennai,1,23.83,74.2,1010.2,4.51,1.3
Chennai,1,25.52,81.7,1019.2,3.5,0.24
Chennai,1,26.72,73.4,1014.4,1.93,1.05
Chennai,1,28.84,74.9,1012.9,2.65,0.1
Chennai,1,26.24,75.1,1012.4,3.94,1.02
Chennai,1,25.58,71.0,1015.0,1.38,2.1
Chennai,1,27.53,71.8,1012.0,1.79,0.07
Chennai,1,24.56,72.4,1012.1,2.83,0.1
Chennai,1,23.02,76.8,1016.6,4.13,0.68
Chennai,1,26.41,67.5,1011.8,2.98,0.04
Chennai,1,24.24,70.0,1013.3,3.66,0.17
Chennai,1,30.43,75.1,1011.1,3.2,0.18
Chennai,1,25.51,66.5,1013.6,3.06,0.55
Chennai,1,26.42,73.7,1014.5,2.55,0.24
Chennai,1,23.74,69.7,1017.2,4.04,0.54
Chennai,1,27.53,76.0,1010.7,1.95,0.61
Chennai,1,24.95,81.2,1009.4,2.97,1.09
Chennai,1,24.75,69.7,1012.3,4.35,2.43
Chennai,1,24.8,77.5,1011.5,2.44,0.58
Chennai,1,22.42,74.2,1013.0,1.64,0.37
Chennai,1,24.5,70.7,1014.3,1.08,0.25
Chennai,1,26.09,73.0,1018.7,3.87,0.84
Chennai,1,21.91,80.8,1011.9,3.93,2.39
Chennai,1,27.04,72.0,1007.5,2.86,1.21
Chennai,1,24.46,80.9,1012.4,1.93,0.19
Chennai,1,25.49,72.3,1013.9,3.05,1.86
Chennai,1,20.53,64.5,1010.6,4.38,1.11
Chennai,1,25.45,72.1,1013.6,1.93,0.11
Chennai,1,22.91,64.1,1013.3,4.26,1.04
Chennai,1,24.3,71.1,1013.6,1.5,0.28
Chennai,1,21.87,70.9,1015.0,2.06,0.56
Chennai,1,23.24,83.9,1012.8,3.31,0.3
Chennai,1,24.67,82.7,1014.4,4.15,0.07
Chennai,1,24.46,73.5,1008.5,4.67,1.22
Chennai,1,26.77,80.3,1010.6,4.19,1.47
Chennai,1,21.26,70.6,1012.1,4.75,0.22
Chennai,1,24.9,64.4,1010.5,3.38,0.23
Chennai,1,24.8,76.2,1013.0,2.58,0.47
Chennai,1,24.08,75.2,1012.1,4.38,1.39
Chennai,1,23.17,67.4,1011.9,4.56,0.07
Chennai,1,27.2,67.6,1015.2,4.13,1.38
Chennai,1,29.1,78.6,1013.2,3.81,2.13
Chennai,1,21.57,62.9,1010.3,4.59,0.69
Chennai,1,23.15,76.3,1011.5,3.54,0.05
Chennai,1,22.99,71.1,1014.9,3.18,0.26
Chennai,1,24.44,76.4,1013.5,3.93,0.1
Chennai,1,27.51,78.9,1016.0,3.68,0.25
Chennai,1,26.06,67.8,1015.1,4.09,1.39
Chennai,1,24.69,66.2,1012.0,3.07,0.05
Chennai,1,25.03,81.8,1016.6,4.11,0.28
Chennai,1,24.36,72.7,1016.8,4.06,0.61
Chennai,1,26.48,75.0,1008.5,3.41,1.73
Chennai,1,26.72,78.5,1013.1,2.45,0.24
Chennai,1,26.18,67.2,1011.6,4.44,1.26
Chennai,1,20.61,78.4,1012.3,1.99,0.73
Chennai,1,25.03,76.8,1011.0,2.24,0.94
Chennai,1,24.63,81.8,1010.6,3.37,1.65
Chennai,1,26.98,81.7,1015.3,0.69,0.02
Chennai,1,25.48,73.4,1010.1,4.74,0.63
Chennai,1,26.11,77.5,1013.2,3.21,1.15
Chennai,1,24.01,73.3,1009.6,4.74,1.8
Chennai,1,26.88,73.9,1016.2,5.0,0.12
Chennai,1,27.47,66.2,1013.1,3.05,0.35
Chennai,1,21.75,71.7,1014.9,4.55,0.07
Chennai,1,22.41,62.2,1013.5,2.14,1.5
Chennai,1,26.52,72.2,1012.4,3.63,1.62
Chennai,1,24.66,80.9,1013.2,2.73,0.55
Chennai,1,27.06,77.7,1016.8,3.9,0.02
Chennai,1,25.48,73.7,1010.8,4.08,0.09
Chennai,1,26.39,71.8,1006.6,3.04,0.82
Chennai,1,23.51,69.8,1011.0,3.74,3.38
Chennai,1,25.68,67.5,1010.0,4.14,1.52
Chennai,1,25.69,77.9,1015.4,3.39,1.33
Chennai,1,23.62,63.8,1012.6,5.74,0.45
Chennai,1,27.0,63.7,1015.1,3.06,3.51
Chennai,1,21.21,78.4,1013.1,4.86,1.45
Chennai,1,25.42,74.2,1013.0,4.35,0.34
Chennai,1,22.41,73.3,1013.4,1.34,1.15
Chennai,1,22.96,74.2,1016.7,4.69,0.47
Chennai,1,26.97,85.1,1013.5,4.27,0.9
Chennai,1,22.8,73.3,1015.8,3.31,2.92
Chennai,1,22.72,74.8,1015.6,3.57,0.24
Chennai,1,26.16,85.3,1012.6,3.69,1.32
Chennai,1,22.78,72.6,1012.8,4.58,0.74
Chennai,1,27.04,83.4,1012.1,2.79,2.5
Chennai,1,26.29,60.4,1016.2,4.79,0.12
Chennai,1,23.44,66.0,1010.6,2.12,1.06
Chennai,1,26.96,69.0,1011.2,1.44,0.03
Chennai,1,21.12,76.5,1012.3,3.79,0.24
Chennai,1,25.94,83.6,1010.1,4.46,0.32
Chennai,1,22.51,69.5,1011.5,3.02,0.47
Chennai,1,23.95,78.9,1015.8,0.94,2.8
Chennai,1,24.08,86.4,1014.6,1.71,0.06
Chennai,1,27.56,82.4,1011.9,3.64,0.15
Chennai,1,24.0,70.6,1015.0,3.19,0.19
Chennai,1,24.84,78.2,1018.2,4.48,0.46
Chennai,1,24.12,75.0,1013.8,3.27,0.05
Chennai,1,23.03,69.0,1016.6,2.46,2.8
Chennai,1,22.94,75.6,1015.1,3.51,0.68
Chennai,1,25.62,70.2,1012.3,4.22,1.4
Chennai,1,24.95,73.7,1013.5,4.55,1.23
Chennai,1,26.53,64.7,1014.3,3.09,0.9
Chennai,1,24.52,62.4,1011.1,3.27,1.96
Chennai,1,24.58,71.3,1006.5,3.98,1.94
Chennai,1,26.53,74.9,1010.9,2.45,0.11
Chennai,1,24.26,66.2,1007.6,3.94,1.94
Chennai,1,22.12,76.2,1011.1,2.97,0.62
Chennai,1,26.7,73.3,1008.7,3.12,0.26
Chennai,1,23.65,76.9,1015.2,3.2,0.78
Chennai,1,25.13,78.7,1010.0,3.33,0.27
Chennai,1,23.75,81.1,1014.4,5.11,0.54
Chennai,1,23.05,76.6,1014.9,2.73,1.41
Chennai,1,21.2,71.2,1014.8,2.78,0.03
Chennai,1,25.68,74.1,1008.3,4.65,0.17
Chennai,1,18.21,87.0,1015.8,3.64,2.61
Chennai,1,27.6,78.9,1014.1,3.97,0.49
Chennai,1,27.06,73.4,1015.0,2.17,0.3
Chennai,1,23.18,72.1,1017.6,3.45,2.14
Chennai,1,28.18,69.4,1015.0,4.01,2.02
Chennai,1,29.12,65.9,1010.0,2.53,0.04
Chennai,1,24.45,83.2,1014.6,3.83,0.38
Chennai,1,25.82,75.9,1009.2,3.0,2.03
Chennai,1,25.27,65.4,1012.8,2.55,0.17
Chennai,1,28.03,72.2,1011.7,4.21,0.72
Chennai,1,22.21,80.6,1013.0,4.34,0.32
Chennai,1,24.55,70.3,1009.2,3.33,1.11
Chennai,1,26.84,68.1,1009.5,3.65,0.14
Chennai,2,24.64,68.1,1011.2,3.99,0.26
Chennai,2,25.0,72.7,1008.8,3.61,0.05
Chennai,2,26.87,74.5,1016.4,4.26,0.28
Chennai,2,25.3,75.2,1014.5,5.15,0.54
Chennai,2,26.34,66.3,1012.6,3.0,0.11
Chennai,2,26.55,81.8,1014.0,3.09,0.18
Chennai,2,23.15,69.5,1013.9,2.15,0.08
Chennai,2,26.96,67.7,1009.5,4.02,0.18
Chennai,2,24.12,64.4,1013.6,2.86,0.79
Chennai,2,23.78,63.8,1015.2,3.85,0.11
Chennai,2,24.55,63.6,1010.3,4.67,0.01
Chennai,2,27.63,73.9,1008.2,2.82,0.31
Chennai,2,22.8,75.6,1009.1,3.03,0.35
Chennai,2,27.3,66.8,1011.8,4.51,0.16
Chennai,2,26.68,65.1,1009.0,4.21,0.41
Chennai,2,26.15,70.7,1011.6,4.1,0.02
Chennai,2,26.49,72.6,1010.4,3.11,0.17
Chennai,2,25.42,73.6,1012.0,2.06,0.06
Chennai,2,27.36,66.2,1010.7,2.79,0.1
Chennai,2,25.15,71.0,1011.9,2.49,0.19
Chennai,2,22.75,81.4,1013.5,4.08,0.27
Chennai,2,25.85,64.8,1009.6,3.78,0.04
Chennai,2,27.6,71.8,1012.7,2.9,0.04
Chennai,2,26.98,75.0,1009.9,3.07,0.45
Chennai,2,29.63,66.2,1012.0,3.98,0.21
Chennai,2,25.49,75.7,1011.8,3.18,0.08
Chennai,2,25.68,64.0,1012.9,2.92,0.11
Chennai,2,25.53,75.8,1012.5,5.48,0.51
Chennai,2,24.45,72.3,1015.1,2.95,0.02
Chennai,2,25.05,63.5,1011.9,4.17,0.28
Chennai,2,23.92,76.1,1010.4,3.89,0.18
Chennai,2,21.41,66.6,1014.3,1.98,0.67
Chennai,2,24.84,71.1,1012.8,2.82,0.62
Chennai,2,26.05,75.8,1014.2,4.32,0.47
Chennai,2,27.26,66.2,1011.7,3.37,0.19
Chennai,2,24.85,68.8,1008.7,2.04,0.4
Chennai,2,24.87,78.8,1017.6,3.89,0.41
Chennai,2,28.06,59.6,1010.5,2.92,0.16
Chennai,2,23.34,80.5,1009.1,3.94,0.85
Chennai,2,25.67,63.2,1013.8,6.19,1.68
Chennai,2,27.91,67.8,1009.6,3.88,0.15
Chennai,2,24.58,73.7,1011.0,4.11,0.65
Chennai,2,22.93,75.6,1012.3,3.25,0.28
Chennai,2,29.41,73.8,1011.6,2.38,0.25
Chennai,2,27.6,72.3,1011.1,4.52,0.2
Chennai,2,27.66,69.4,1016.0,2.89,0.14
Chennai,2,25.82,81.4,1011.7,3.27,1.01
Chennai,2,27.28,76.6,1009.8,5.29,0.54
Chennai,2,21.02,79.1,1014.4,3.16,0.23
Chennai,2,25.13,69.5,1010.2,4.72,0.56
Chennai,2,27.9,58.0,1011.7,3.89,0.51
Chennai,2,23.21,78.1,1009.7,2.95,0.12
Chennai,2,25.33,74.1,1012.5,3.84,0.08
Chennai,2,26.64,73.1,1012.1,2.78,0.72
Chennai,2,24.43,68.6,1011.9,4.4,0.67
Chennai,2,26.01,69.9,1012.4,4.75,2.31
Chennai,2,26.77,68.4,1014.0,3.55,0.01
Chennai,2,26.6,72.3,1013.8,4.84,0.31
Chennai,2,25.2,65.2,1009.4,3.66,0.48
Chennai,2,24.34,76.6,1010.3,4.41,0.35
Chennai,2,26.79,84.2,1014.3,6.45,0.5
Chennai,2,26.68,68.4,1010.0,5.98,0.06
Chennai,2,26.58,62.4,1013.2,3.32,0.0
Chennai,2,26.23,71.4,1014.1,3.79,0.04
Chennai,2,26.68,73.9,1007.9,2.45,0.19
Chennai,2,27.75,74.7,1011.0,4.3,0.16
Chennai,2,26.62,81.6,1014.0,3.89,0.83
Chennai,2,26.2,76.9,1011.6,2.73,0.03
Chennai,2,24.95,61.1,1011.0,4.69,0.23
Chennai,2,28.77,64.6,1014.1,3.23,1.27
Chennai,2,23.75,74.4,1014.8,2.98,0.28
Chennai,2,25.59,69.3,1010.3,3.9,0.06
Chennai,2,24.98,81.1,1016.4,3.03,0.14
Chennai,2,22.35,66.4,1007.5,3.47,0.39
Chennai,2,26.71,77.8,1008.2,5.25,0.0
Chennai,2,25.59,68.1,1010.9,2.89,1.38
Chennai,2,26.06,73.6,1011.2,4.18,0.33
Chennai,2,25.64,67.0,1011.3,2.92,0.49
Chennai,2,27.51,75.4,1010.7,2.53,0.28
Chennai,2,27.76,78.4,1010.2,3.42,1.27
Chennai,2,23.8,73.5,1011.4,6.18,0.36
Chennai,2,29.53,83.5,1010.5,4.28,0.43
Chennai,2,25.52,67.7,1013.7,3.96,0.79
Chennai,2,27.18,72.6,1012.1,2.98,0.79
Chennai,2,26.36,77.1,1011.4,3.12,0.01
Chennai,2,26.21,66.3,1011.8,2.02,0.13
Chennai,2,27.11,72.4,1014.8,5.3,0.11
Chennai,2,28.64,76.0,1010.8,3.77,0.0
Chennai,2,27.55,77.6,1008.8,3.68,0.84
Chennai,2,25.51,78.9,1009.6,3.7,0.15
Chennai,2,25.83,66.8,1011.4,5.59,0.17
Chennai,2,24.87,73.7,1013.2,3.8,0.04
Chennai,2,27.43,64.1,1014.2,3.31,1.83
Chennai,2,27.18,67.7,1016.1,5.3,0.7
Chennai,2,25.32,71.0,1013.8,3.37,0.34
Chennai,2,28.65,78.9,1009.8,1.81,0.59
Chennai,2,28.15,75.2,1011.5,1.97,0.6
Chennai,2,29.65,72.2,1006.6,3.31,0.43
Chennai,2,24.42,74.7,1011.2,3.79,0.08
Chennai,2,25.8,75.1,1010.5,4.32,0.51
Chennai,2,25.61,74.2,1006.2,2.58,0.34
Chennai,2,31.21,68.5,1017.3,3.27,0.52
Chennai,2,26.02,66.3,1011.1,2.69,0.31
Chennai,2,28.53,70.7,1006.7,4.61,1.25
Chennai,2,28.07,67.2,1011.3,4.78,0.39
Chennai,2,25.83,75.7,1016.1,5.46,0.34
Chennai,2,26.11,81.2,1016.8,3.85,0.74
Chennai,2,27.05,75.4,1012.1,5.37,0.19
Chennai,2,28.52,61.1,1012.2,2.81,0.15
Chennai,2,25.66,68.2,1015.1,3.72,0.28
Chennai,2,24.98,72.1,1011.6,2.44,0.35
Chennai,2,27.86,63.4,1013.2,4.07,0.1
Chennai,2,23.71,72.2,1014.1,3.78,0.46
Chennai,2,26.51,74.8,1009.3,1.05,0.65
Chennai,2,28.12,80.5,1015.8,4.61,0.34
Chennai,2,26.86,82.9,1009.8,4.36,0.3
Chennai,2,24.87,64.9,1010.4,2.94,0.14
Chennai,2,24.0,71.3,1012.2,3.78,0.96
Chennai,2,28.37,71.4,1014.3,2.01,0.56
Chennai,2,25.65,67.7,1013.7,2.73,0.26
Chennai,2,24.2,72.6,1011.9,5.17,0.43
Chennai,2,28.28,71.5,1012.7,2.35,0.16
Chennai,2,27.6,75.7,1014.7,3.51,0.02
Chennai,2,23.9,80.1,1012.0,2.1,0.09
Chennai,2,31.03,72.8,1010.0,3.84,0.03
Chennai,2,24.92,69.1,1010.5,4.06,0.28
Chennai,2,27.57,65.8,1014.3,4.22,0.39
Chennai,2,29.97,84.3,1010.0,3.97,0.19
Chennai,2,27.78,77.4,1008.1,4.93,0.3
Chennai,2,26.52,74.4,1011.2,2.95,0.04
Chennai,2,23.14,71.0,1011.8,2.44,0.59
Chennai,2,30.08,81.7,1014.2,2.91,0.01
Chennai,2,27.73,71.0,1008.4,2.15,0.4
Chennai,2,23.17,61.7,1012.9,3.58,0.23
Chennai,2,29.09,73.6,1014.9,3.36,0.08
Chennai,2,26.12,64.6,1010.0,3.98,0.3
Chennai,2,25.44,73.6,1012.2,1.88,0.61
Chennai,2,24.86,80.1,1006.6,3.49,0.21
Chennai,2,26.34,62.0,1014.2,4.71,0.18
Chennai,2,27.62,66.6,1014.0,4.07,0.06
Chennai,2,25.01,77.2,1012.0,1.6,0.36
Chennai,2,26.26,69.0,1008.7,3.49,0.7
Chennai,2,32.76,74.5,1013.7,2.77,0.33
Chennai,2,26.95,74.5,1011.4,3.51,0.07
Chennai,2,27.93,77.3,1005.0,3.12,0.43
Chennai,2,24.08,68.1,1013.9,5.24,0.01
Chennai,2,23.29,56.7,1014.9,3.59,0.73
Chennai,2,28.93,74.4,1015.3,3.82,1.02
Chennai,2,28.36,62.6,1008.8,3.46,0.36
Chennai,2,29.43,77.6,1007.2,3.97,0.85
Chennai,2,25.84,71.7,1011.0,3.28,0.04
Chennai,2,28.51,70.2,1013.3,4.27,0.1
Chennai,2,20.89,76.1,1009.6,3.11,0.15
Chennai,2,27.08,61.5,1008.0,4.88,0.59
Chennai,2,28.07,70.8,1013.8,4.0,0.26
Chennai,2,24.62,74.7,1011.1,3.35,0.17
Chennai,2,28.11,73.5,1013.6,4.34,0.07
Chennai,2,25.64,69.1,1012.0,3.99,0.67
Chennai,2,25.84,69.1,1011.6,4.33,0.01
Chennai,2,25.48,81.3,1011.8,3.59,0.16
Chennai,2,29.16,77.5,1011.1,3.26,0.11
Chennai,2,25.09,68.0,1010.9,3.64,0.06
Chennai,2,24.85,80.1,1009.2,3.0,0.08
Chennai,2,24.29,76.5,1013.2,4.48,0.27
Chennai,2,25.26,74.9,1015.1,4.97,0.22
Chennai,2,26.39,75.2,1010.7,4.08,0.29
Chennai,2,27.28,65.1,1016.7,4.92,0.52
Chennai,2,24.49,81.0,1012.9,4.63,0.89
Chennai,2,26.75,77.7,1012.6,3.23,0.05
Chennai,2,27.22,73.5,1013.6,4.34,0.03
Chennai,2,24.13,73.5,1014.4,2.22,0.15
Chennai,2,26.13,71.5,1010.9,3.69,0.32
Chennai,2,25.83,68.6,1013.4,2.32,0.04
Chennai,2,26.15,75.2,1014.6,3.39,0.5
Chennai,2,24.94,67.2,1011.1,2.06,0.32
Chennai,2,25.73,72.9,1012.0,4.59,0.55
Chennai,2,26.06,72.6,1010.1,3.11,0.18
Chennai,2,29.73,74.3,1010.8,4.41,0.21
Chennai,2,26.09,77.6,1011.1,3.42,0.66
Chennai,2,28.68,74.4,1009.7,1.66,0.12
Chennai,2,28.83,76.2,1011.8,3.02,0.19
Chennai,2,23.36,60.4,1012.8,2.97,0.01
Chennai,2,25.42,74.8,1013.1,3.49,0.32
Chennai,2,28.83,72.5,1010.0,5.01,0.76
Chennai,2,26.36,74.2,1010.5,5.17,0.01
Chennai,2,25.77,68.8,1014.1,3.27,0.38
Chennai,2,27.5,78.9,1010.5,2.24,0.75
Chennai,2,28.14,73.5,1014.1,2.76,0.27
Chennai,2,25.94,67.5,1010.2,3.98,0.15
Chennai,2,25.44,68.6,1012.9,3.39,2.27
Chennai,2,21.27,77.4,1013.9,1.92,0.03
Chennai,2,26.09,71.5,1005.4,3.0,0.09
Chennai,2,25.24,72.0,1014.2,4.81,0.87
Chennai,2,23.99,70.8,1015.3,3.79,0.14
Chennai,2,25.59,78.1,1011.2,3.55,0.69
Chennai,2,25.17,74.9,1012.9,3.11,0.16
Chennai,2,26.34,64.9,1009.9,3.04,0.67
Chennai,2,25.44,66.1,1012.9,4.04,0.46
Chennai,2,26.89,72.0,1018.2,3.64,0.25
Chennai,2,26.35,68.1,1006.5,4.27,0.3
Chennai,2,28.55,59.0,1010.7,4.05,0.08
Chennai,2,24.93,67.5,1014.0,3.52,0.05
Chennai,2,29.56,70.3,1015.2,3.88,0.5
Chennai,2,28.13,69.6,1008.5,2.91,0.76
Chennai,2,28.97,76.3,1010.4,3.45,0.51
Chennai,2,26.51,58.6,1010.5,4.84,0.98
Chennai,2,25.44,67.4,1010.4,3.51,0.88
Chennai,2,24.92,76.8,1011.7,3.28,0.6
Chennai,2,29.5,68.0,1008.4,3.71,0.91
Chennai,2,28.19,64.7,1011.4,2.33,0.07
Chennai,2,23.98,67.9,1009.7,3.72,0.53
Chennai,2,27.96,74.7,1011.8,5.2,0.56
Chennai,2,24.35,70.5,1010.2,2.69,0.07
Chennai,2,26.65,67.7,1011.6,3.77,0.96
Chennai,2,27.65,74.9,1009.4,3.48,0.0
Chennai,2,28.92,74.2,1014.4,3.45,0.23
Chennai,2,26.48,64.4,1011.2,3.43,0.01
Chennai,2,25.73,72.6,1012.0,4.21,0.3
Chennai,2,26.09,64.2,1011.6,2.4,0.21
Chennai,2,28.13,79.0,1012.0,4.19,0.39
Chennai,2,27.58,79.4,1012.0,3.57,0.58
Chennai,2,25.97,70.3,1014.0,1.74,0.59
Chennai,2,22.27,78.4,1011.3,3.88,0.51
Chennai,2,21.13,67.5,1010.2,3.61,0.04
Chennai,2,26.45,71.2,1012.1,2.63,0.22
Chennai,2,23.64,68.5,1010.5,3.66,0.68
Chennai,2,24.94,71.9,1011.8,2.18,0.42
Chennai,2,25.55,72.4,1009.4,2.82,0.46
Chennai,2,30.15,72.0,1014.6,3.54,0.1
Chennai,2,26.24,71.5,1010.0,1.81,0.16
Chennai,2,27.44,72.8,1015.0,2.35,1.25
Chennai,2,27.01,79.5,1011.8,2.5,0.75
Chennai,2,21.16,59.9,1014.1,3.58,0.07
Chennai,2,25.2,83.5,1010.1,3.94,0.31
Chennai,2,23.56,69.9,1007.1,2.61,0.27
Chennai,2,29.45,71.5,1007.9,2.55,0.23
Chennai,2,22.36,80.0,1018.3,3.64,0.25
Chennai,2,25.16,75.6,1010.5,3.61,0.41
Chennai,2,25.48,75.2,1014.7,2.8,1.37
Chennai,2,24.03,79.5,1008.8,5.33,0.83
Chennai,2,26.2,71.0,1012.4,3.68,0.83
Chennai,2,25.92,77.5,1012.9,3.33,0.49
Chennai,2,26.33,64.4,1019.1,3.11,0.01
Chennai,2,27.0,74.5,1011.2,4.51,0.23
Chennai,2,26.47,75.4,1010.2,4.05,0.29
Chennai,2,26.76,78.9,1012.9,1.76,0.74
Chennai,2,28.22,76.2,1009.7,2.8,1.02
Chennai,2,22.7,73.2,1013.0,3.05,0.24
Chennai,2,27.4,70.1,1011.9,3.49,0.14
Chennai,2,23.91,70.0,1010.1,4.13,0.16
Chennai,3,25.25,67.4,1008.9,4.43,0.24
Chennai,3,29.64,74.2,1012.0,2.58,0.13
Chennai,3,28.17,67.4,1012.8,4.7,0.04
